incidence_angle,depth,amplitude,AVO_class
0.0,1749.080237694725,0.8,0
0.40404040404040403,2901.4286128198323,0.7999801089769326,0
0.8080808080808081,2463.98788362281,0.7999204398642584,0
1.2121212121212122,2197.3169683940732,0.7998210045307744,0
1.6161616161616161,1312.037280884873,0.7996818227551856,0
2.0202020202020203,1311.9890406724053,0.7995029222221712,0
2.4242424242424243,1116.167224336399,0.7992843385168775,0
2.8282828282828283,2732.3522915498706,0.7990261151178397,0
3.2323232323232323,2202.230023486418,0.7987283033883336,0
3.6363636363636362,2416.145155592091,0.7983909625661592,0
4.040404040404041,1041.1689885916048,0.798014159751857,0
4.444444444444445,2939.819704323989,0.7975979698953618,0
4.848484848484849,2664.8852816008434,0.7971424757810941,0
5.252525252525253,1424.6782213565523,0.7966477680114932,0
5.656565656565657,1363.6499344142012,0.7961139449889956,0
6.0606060606060606,1366.8090197068677,0.7955411128964618,0
6.4646464646464645,1608.4844859190755,0.7949293856760555,0
6.8686868686868685,2049.5128632644755,0.7942788850065793,0
7.2727272727272725,1863.8900372842315,0.7935897402792713,0
7.6767676767676765,1582.4582803960839,0.7928620885720683,0
8.080808080808081,2223.705789444759,0.7920960746223391,0
8.484848484848484,1278.9877213040836,0.7912918507980953,0
8.88888888888889,1584.2892970704363,0.7904495770676832,0
9.292929292929292,1732.7236865873833,0.7895694209679647,0
9.696969696969697,1912.1399684340718,0.7886515575709927,0
10.1010101010101,2570.351922786027,0.7876961694491874,0
10.505050505050505,1399.3475643167194,0.7867034466390203,0
10.909090909090908,2028.4688768272233,0.7856735866032145,0
11.313131313131313,2184.829137724085,0.7846067941914675,0
11.717171717171716,1092.9008254399955,0.783503281599704,0
12.121212121212121,2215.089703802877,0.7823632683278678,0
12.525252525252524,1341.048247374583,0.7811869811362623,0
12.929292929292929,1130.103185970559,0.7799746540004437,0
13.333333333333334,2897.7710745066665,0.7787265280646825,0
13.737373737373737,2931.2640661491187,0.7774428515939964,0
14.141414141414142,2616.7946962329224,0.7761238799247682,0
14.545454545454545,1609.2275383467413,0.774769875413957,0
14.94949494949495,1195.3442280127676,0.7733811073869123,0
15.353535353535353,2368.4660530243136,0.771957852083803,0
15.757575757575758,1880.3049874792027,0.7705003926046693,0
16.161616161616163,1244.0764696895576,0.7690090188531127,0
16.565656565656564,1990.3538202225404,0.76748402747863,0
16.96969696969697,1068.7770422304368,0.7659257218176073,0
17.373737373737374,2818.640804157564,0.7643344118329831,0
17.77777777777778,1517.559963200034,0.7627104140525935,0
18.18181818181818,2325.0445687079637,0.7610540515062117,0
18.585858585858585,1623.4221521788218,0.7593656536612939,0
18.98989898989899,2040.1360423556216,0.7576455563574447,0
19.393939393939394,2093.420558686559,0.7558941017396158,0
19.7979797979798,1369.7089110510542,0.7541116381900491,0
20.2020202020202,2939.1692555291174,0.7522985202589806,0
20.606060606060606,2550.265646722229,0.7504551085941159,0
21.01010101010101,2878.997883128378,0.7485817698688948,0
21.414141414141415,2789.654700855298,0.7466788767095551,0
21.818181818181817,2195.79995762217,0.7447468076210141,0
22.22222222222222,2843.7484700462337,0.7427859469115798,0
22.626262626262626,1176.985004103839,0.7407966846165085,0
23.03030303030303,1391.9657248382905,0.7387794164204219,0
23.434343434343432,1090.454577821076,0.7367345435786022,0
23.838383838383837,1650.6606615265287,0.7346624728371783,0
24.242424242424242,1777.354579378964,0.7325636163522192,0
24.646464646464647,1542.6980635477917,0.7304383916077526,0
25.05050505050505,2657.4750183038586,0.7282872213327225,0
25.454545454545453,1713.5066533871786,0.7261105334169046,0
25.858585858585858,1561.8690193747616,0.7239087608257943,0
26.262626262626263,2085.392166316497,0.7216823415144855,0
26.666666666666668,1281.8484499495253,0.7194317183405573,0
27.07070707070707,2604.3939615080794,0.7171573389759841,0
27.474747474747474,1149.1012873595416,0.7148596558180901,0
27.87878787878788,2973.773873201035,0.7125391258995621,0
28.282828282828284,2544.489538593315,0.7101962107975416,0
28.686868686868685,1397.4313630683448,0.7078313765418119,0
29.09090909090909,1011.0442342472048,0.7054450935221005,0
29.494949494949495,2630.9228569096686,0.7030378363945131,0
29.8989898989899,2413.7146876952343,0.7006100839871204,0
30.3030303030303,2458.0143360819748,0.6981623192047137,0
30.707070707070706,2542.5406933718914,0.6956950289327504,0
31.11111111111111,1148.0893034681808,0.6932087039405078,0
31.515151515151516,1716.9314570885454,0.6907038387834635,0
31.919191919191917,1231.7381190502595,0.6881809317049239,0
32.323232323232325,2726.206851751187,0.6856404845369177,0
32.72727272727273,2246.596253655116,0.6830830026003774,0
33.13131313131313,1661.7960497052984,0.6805089946046246,0
33.535353535353536,1127.1167005720472,0.6779189725461837,0
33.93939393939394,1621.9646434313245,0.6753134516069398,0
34.343434343434346,1650.366644053494,0.6726929500516639,0
34.74747474747475,2459.2123566761284,0.6700579891249248,0
35.15151515151515,2275.1149427104265,0.6674090929474084,0
35.55555555555556,2774.425485152653,0.6647467884116642,0
35.95959595959596,1944.4298503238986,0.6620716050773018,0
36.36363636363636,1239.1884918766034,0.659384075065655,0
36.76767676767677,2426.48957444599,0.6566847329539386,0
37.17171717171717,2521.570097233795,0.6539741156689146,0
37.57575757575758,2122.5543951389927,0.6512527623800926,0
37.97979797979798,2541.9343599091217,0.6485212143924828,0
38.38383838383838,1987.5911927287816,0.6457800150389257,0
38.78787878787879,2045.4656587639881,0.6430297095720168,0
39.19191919191919,1855.0820367170993,0.6402708450556511,0
39.5959595959596,1050.8382534881903,0.637503970256206,0
40.0,1215.7828539866089,0.6347296355333861,0
